,Unnamed: 0,Player,Pos,Age,G,GS,MP,OBPM,DBPM,ORtg,DRtg,Salary,Salary Adjusted,age_bin,games_bin,games_started_bin,mins_bin
271,271,De'Anthony Melton,Guard,22.0,52.0,1.0,20.1,0.6,1.7,110.0,109.0,9571.712,11001.693,"(21, 24]","(50.0, 65.0]","(-0.001, 20.0]","(20.0, 30.0]"
272,272,Sam Merrill,Guard,24.0,30.0,2.0,7.8,-0.7,-0.3,118.0,114.0,898.31,1032.514,"(21, 24]","(19.999, 35.0]","(-0.001, 20.0]","(-0.001, 10.0]"
273,273,Chimezie Metu,Center,23.0,36.0,6.0,13.6,-2.2,-1.3,109.0,116.0,910.895,1046.979,"(21, 24]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
274,274,Khris Middleton,Forward,29.0,68.0,68.0,33.4,1.7,-0.3,116.0,113.0,33051.724,37989.539,"(27, 30]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
275,275,Paul Millsap,Forward,35.0,56.0,36.0,20.8,0.3,0.7,117.0,110.0,10100.0,11608.905,"(33, 36]","(50.0, 65.0]","(20.0, 40.0]","(20.0, 30.0]"
276,276,Shake Milton,Guard,24.0,63.0,4.0,23.2,-0.7,-1.0,109.0,112.0,1701.593,1955.805,"(21, 24]","(50.0, 65.0]","(-0.001, 20.0]","(20.0, 30.0]"
277,277,Donovan Mitchell,Guard,24.0,53.0,53.0,33.4,4.6,-0.2,115.0,110.0,5195.501,5971.691,"(21, 24]","(50.0, 65.0]","(40.0, 60.0]","(30.0, 40.0]"
278,278,Malik Monk,Guard,22.0,42.0,0.0,20.9,0.2,-2.0,108.0,116.0,5345.687,6144.314,"(21, 24]","(35.0, 50.0]","(-0.001, 20.0]","(20.0, 30.0]"
279,279,E'Twaun Moore,Guard,31.0,27.0,1.0,14.4,-3.1,0.2,103.0,112.0,2331.593,2679.925,"(30, 33]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
280,280,Ja Morant,Guard,21.0,63.0,63.0,32.6,1.3,-1.6,108.0,115.0,9166.8,10536.288,"(18, 21]","(50.0, 65.0]","(60.0, 82.0]","(30.0, 40.0]"
281,281,Juwan Morgan,Forward,23.0,29.0,0.0,5.1,-3.5,1.2,116.0,110.0,1517.981,1744.762,"(21, 24]","(19.999, 35.0]","(-0.001, 20.0]","(-0.001, 10.0]"
282,282,Marcus Morris,Forward,31.0,57.0,29.0,26.4,0.9,-0.8,117.0,113.0,14883.721,17107.298,"(30, 33]","(50.0, 65.0]","(20.0, 40.0]","(20.0, 30.0]"
283,283,Markieff Morris,Forward,31.0,61.0,27.0,19.7,-2.9,0.3,101.0,108.0,2331.593,2679.925,"(30, 33]","(50.0, 65.0]","(20.0, 40.0]","(10.0, 20.0]"
284,284,Monte Morris,Guard,25.0,47.0,13.0,25.4,0.1,-0.5,121.0,115.0,1723.707,1981.222,"(24, 27]","(35.0, 50.0]","(-0.001, 20.0]","(20.0, 30.0]"
285,285,Mychal Mulder,Guard,26.0,60.0,6.0,12.8,-0.6,-1.2,113.0,115.0,1517.981,1744.762,"(24, 27]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
286,286,Dejounte Murray,Guard,24.0,67.0,67.0,31.9,-0.2,1.0,106.0,111.0,14286.0,16420.28,"(21, 24]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
287,287,Jamal Murray,Guard,23.0,48.0,48.0,35.5,2.7,-0.7,116.0,114.0,27285.0,31361.286,"(21, 24]","(35.0, 50.0]","(40.0, 60.0]","(30.0, 40.0]"
288,288,Mike Muscala,Center,29.0,35.0,0.0,18.4,0.9,-1.0,116.0,115.0,2283.034,2624.111,"(27, 30]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
289,289,Abdel Nader,Forward,27.0,24.0,0.0,14.8,-1.0,1.0,111.0,111.0,1752.95,2014.834,"(24, 27]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
290,290,Aaron Nesmith,Forward,21.0,46.0,1.0,14.5,-2.8,-0.4,113.0,114.0,3458.4,3975.073,"(18, 21]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
291,291,Raul Neto,Guard,28.0,64.0,22.0,21.9,-1.4,0.9,115.0,113.0,1882.867,2164.16,"(27, 30]","(50.0, 65.0]","(20.0, 40.0]","(20.0, 30.0]"
292,292,Georges Niang,Forward,27.0,72.0,10.0,16.0,-0.4,0.1,114.0,111.0,1783.557,2050.014,"(24, 27]","(65.0, 82.0]","(-0.001, 20.0]","(10.0, 20.0]"
293,293,Zeke Nnaji,Forward,20.0,42.0,1.0,9.5,-0.6,-1.1,124.0,115.0,2379.84,2735.38,"(18, 21]","(35.0, 50.0]","(-0.001, 20.0]","(-0.001, 10.0]"
294,294,Nerlens Noel,Center,26.0,64.0,41.0,24.2,-2.4,3.8,121.0,101.0,5000.0,5746.983,"(24, 27]","(50.0, 65.0]","(40.0, 60.0]","(20.0, 30.0]"
295,295,Jaylen Nowell,Guard,21.0,42.0,0.0,18.1,-1.5,-1.4,107.0,117.0,1517.981,1744.762,"(18, 21]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
296,296,Frank Ntilikina,Guard,22.0,33.0,4.0,9.8,-4.2,2.5,102.0,108.0,6176.578,7099.337,"(21, 24]","(19.999, 35.0]","(-0.001, 20.0]","(-0.001, 10.0]"
297,297,Kendrick Nunn,Guard,25.0,56.0,44.0,29.5,-0.1,-0.4,111.0,113.0,1663.861,1912.436,"(24, 27]","(50.0, 65.0]","(40.0, 60.0]","(20.0, 30.0]"
298,298,Jusuf Nurkic,Center,26.0,37.0,37.0,23.8,0.7,1.8,113.0,109.0,12888.889,14814.445,"(24, 27]","(35.0, 50.0]","(20.0, 40.0]","(20.0, 30.0]"
299,299,David Nwaba,Forward,28.0,30.0,9.0,22.6,-1.4,0.6,115.0,114.0,1824.003,2096.502,"(27, 30]","(19.999, 35.0]","(-0.001, 20.0]","(20.0, 30.0]"
300,300,Jordan Nwora,Forward,22.0,30.0,2.0,9.1,-0.7,-0.4,102.0,108.0,898.31,1032.514,"(21, 24]","(19.999, 35.0]","(-0.001, 20.0]","(-0.001, 10.0]"
301,301,Royce O'Neale,Forward,27.0,71.0,71.0,31.6,-1.2,2.1,121.0,108.0,8500.0,9769.871,"(24, 27]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
302,302,Semi Ojeleye,Forward,26.0,56.0,15.0,17.0,-1.7,-0.7,114.0,116.0,1752.95,2014.834,"(24, 27]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
303,303,Jahlil Okafor,Center,25.0,27.0,2.0,12.9,-2.5,-0.7,114.0,115.0,1882.867,2164.16,"(24, 27]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
304,304,Chuma Okeke,Forward,22.0,45.0,19.0,25.2,-1.9,0.5,107.0,114.0,3121.08,3587.358,"(21, 24]","(35.0, 50.0]","(-0.001, 20.0]","(20.0, 30.0]"
305,305,Josh Okogie,Guard,22.0,59.0,37.0,20.3,-3.7,0.3,109.0,116.0,2651.04,3047.096,"(21, 24]","(50.0, 65.0]","(20.0, 40.0]","(20.0, 30.0]"
306,306,Onyeka Okongwu,Center,20.0,50.0,4.0,12.0,-2.2,0.8,125.0,109.0,5813.64,6682.178,"(18, 21]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
307,307,Isaac Okoro,Guard,20.0,67.0,67.0,32.4,-4.2,-0.9,103.0,117.0,6400.92,7357.195,"(18, 21]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
308,308,KZ Okpala,Forward,21.0,37.0,9.0,12.1,-6.5,-0.6,94.0,113.0,1517.981,1744.762,"(18, 21]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
309,309,Victor Oladipo,Guard,28.0,33.0,33.0,32.7,-0.9,-0.8,100.0,114.0,21000.0,24137.328,"(27, 30]","(19.999, 35.0]","(20.0, 40.0]","(30.0, 40.0]"
310,310,Kelly Olynyk,Center,29.0,70.0,62.0,28.5,0.3,0.9,115.0,110.0,12819.65,14734.862,"(27, 30]","(65.0, 82.0]","(60.0, 82.0]","(20.0, 30.0]"
311,311,Miye Oni,Guard,23.0,54.0,0.0,9.6,-3.0,1.3,110.0,110.0,1517.981,1744.762,"(21, 24]","(50.0, 65.0]","(-0.001, 20.0]","(-0.001, 10.0]"
312,312,Cedi Osman,Forward,25.0,59.0,26.0,25.6,-2.3,-0.9,100.0,116.0,8840.58,10161.332,"(24, 27]","(50.0, 65.0]","(20.0, 40.0]","(20.0, 30.0]"
313,313,Daniel Oturu,Center,21.0,30.0,0.0,5.4,-4.1,-1.1,106.0,109.0,898.31,1032.514,"(18, 21]","(19.999, 35.0]","(-0.001, 20.0]","(-0.001, 10.0]"
314,314,Kelly Oubre,Forward,25.0,55.0,50.0,30.7,-1.4,-0.5,103.0,110.0,14375.0,16522.576,"(24, 27]","(50.0, 65.0]","(40.0, 60.0]","(30.0, 40.0]"
315,315,Eric Paschall,Forward,24.0,40.0,2.0,17.4,-1.8,-0.9,106.0,113.0,1517.981,1744.762,"(21, 24]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
316,316,Patrick Patterson,Forward,31.0,38.0,5.0,15.3,-0.4,-0.1,119.0,113.0,3814.771,4384.684,"(30, 33]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
317,317,Chris Paul,Guard,35.0,70.0,70.0,31.4,3.5,1.1,124.0,111.0,41358.814,47537.68,"(33, 36]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
318,318,Cameron Payne,Guard,26.0,60.0,1.0,18.0,2.1,1.0,122.0,112.0,1977.011,2272.369,"(24, 27]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
319,319,Elfrid Payton,Guard,26.0,63.0,63.0,23.6,-2.9,-0.1,99.0,110.0,4767.0,5479.173,"(24, 27]","(50.0, 65.0]","(60.0, 82.0]","(20.0, 30.0]"
320,320,Reggie Perry,Forward,20.0,26.0,0.0,8.1,-5.3,-1.4,101.0,111.0,489.148,562.225,"(18, 21]","(19.999, 35.0]","(-0.001, 20.0]","(-0.001, 10.0]"
321,321,Mason Plumlee,Center,30.0,56.0,56.0,26.8,0.2,2.0,122.0,109.0,8000.0,9195.172,"(27, 30]","(50.0, 65.0]","(40.0, 60.0]","(20.0, 30.0]"
322,322,Jakob Poeltl,Center,25.0,69.0,51.0,26.7,-0.5,1.2,123.0,109.0,8101.852,9312.241,"(24, 27]","(65.0, 82.0]","(40.0, 60.0]","(20.0, 30.0]"
323,323,Aleksej Pokusevski,Forward,19.0,45.0,28.0,24.2,-5.1,-1.0,81.0,114.0,2964.84,3407.777,"(18, 21]","(35.0, 50.0]","(20.0, 40.0]","(20.0, 30.0]"
324,324,Jordan Poole,Guard,21.0,51.0,7.0,19.4,0.7,-1.2,111.0,114.0,2063.28,2371.527,"(18, 21]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
325,325,Kevin Porter,Guard,20.0,26.0,23.0,32.1,-1.1,-2.4,101.0,118.0,1717.981,1974.641,"(18, 21]","(19.999, 35.0]","(20.0, 40.0]","(30.0, 40.0]"
326,326,Michael Porter,Forward,22.0,61.0,54.0,31.3,4.0,-0.9,125.0,112.0,3550.8,4081.277,"(21, 24]","(50.0, 65.0]","(40.0, 60.0]","(30.0, 40.0]"
327,327,Otto Porter,Forward,27.0,28.0,6.0,21.6,0.0,0.0,113.0,112.0,28489.239,32745.434,"(24, 27]","(19.999, 35.0]","(-0.001, 20.0]","(20.0, 30.0]"
328,328,Bobby Portis,Center,25.0,66.0,7.0,20.8,1.8,-0.4,121.0,109.0,3623.0,4164.263,"(24, 27]","(65.0, 82.0]","(-0.001, 20.0]","(20.0, 30.0]"
329,329,Kristaps Porzingis,Center,25.0,43.0,43.0,30.9,3.0,-0.8,117.0,110.0,29467.8,33870.189,"(24, 27]","(35.0, 50.0]","(40.0, 60.0]","(30.0, 40.0]"
330,330,Dwight Powell,Center,29.0,58.0,19.0,16.7,-0.7,1.3,136.0,110.0,11080.125,12735.458,"(27, 30]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
331,331,Norman Powell,Forward,27.0,69.0,58.0,32.0,1.1,-0.7,116.0,116.0,10865.952,12489.288,"(24, 27]","(65.0, 82.0]","(40.0, 60.0]","(30.0, 40.0]"
332,332,Taurean Prince,Forward,26.0,41.0,10.0,22.1,-1.2,-0.6,106.0,114.0,12250.0,14080.108,"(24, 27]","(35.0, 50.0]","(-0.001, 20.0]","(20.0, 30.0]"
333,333,Payton Pritchard,Guard,23.0,66.0,4.0,19.2,-0.3,-0.4,117.0,115.0,2035.8,2339.941,"(21, 24]","(65.0, 82.0]","(-0.001, 20.0]","(10.0, 20.0]"
334,334,Immanuel Quickley,Guard,21.0,64.0,3.0,19.4,1.4,-0.5,113.0,111.0,2105.52,2420.077,"(18, 21]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
335,335,Chasson Randle,Guard,27.0,41.0,5.0,20.4,-4.8,-1.1,98.0,117.0,279.927,321.747,"(24, 27]","(35.0, 50.0]","(-0.001, 20.0]","(20.0, 30.0]"
336,336,Julius Randle,Forward,26.0,71.0,71.0,37.6,2.9,0.9,111.0,107.0,19845.0,22809.775,"(24, 27]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
337,337,Cam Reddish,Forward,21.0,26.0,21.0,28.8,-3.3,0.1,100.0,113.0,4458.0,5124.01,"(18, 21]","(19.999, 35.0]","(20.0, 40.0]","(20.0, 30.0]"
338,338,JJ Redick,Guard,36.0,44.0,0.0,16.4,-1.4,-2.1,109.0,118.0,13013.7,14957.902,"(33, 36]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
339,339,Paul Reed,Forward,21.0,26.0,0.0,6.8,-1.8,0.8,111.0,102.0,609.128,700.129,"(18, 21]","(19.999, 35.0]","(-0.001, 20.0]","(-0.001, 10.0]"
340,340,Naz Reid,Center,21.0,70.0,15.0,19.2,-0.1,-0.2,115.0,113.0,1517.981,1744.762,"(18, 21]","(65.0, 82.0]","(-0.001, 20.0]","(10.0, 20.0]"
341,341,Josh Richardson,Guard,27.0,59.0,56.0,30.3,-1.5,-0.2,109.0,114.0,10865.952,12489.288,"(24, 27]","(50.0, 65.0]","(40.0, 60.0]","(30.0, 40.0]"
342,342,Austin Rivers,Guard,28.0,36.0,7.0,23.5,-2.2,0.3,109.0,112.0,3929.049,4516.035,"(27, 30]","(35.0, 50.0]","(-0.001, 20.0]","(20.0, 30.0]"
343,343,Duncan Robinson,Forward,26.0,72.0,72.0,31.4,-0.2,-0.8,113.0,114.0,1663.861,1912.436,"(24, 27]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
344,344,Glenn Robinson III,Forward,27.0,23.0,2.0,16.0,-1.9,-2.2,112.0,122.0,1165.322,1339.417,"(24, 27]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
345,345,Mitchell Robinson,Center,22.0,31.0,29.0,27.5,-0.3,1.5,131.0,104.0,1663.861,1912.436,"(21, 24]","(19.999, 35.0]","(20.0, 40.0]","(20.0, 30.0]"
346,346,Isaiah Roby,Forward,22.0,61.0,34.0,23.4,-3.7,0.4,102.0,112.0,1517.981,1744.762,"(21, 24]","(50.0, 65.0]","(20.0, 40.0]","(20.0, 30.0]"
347,347,Rajon Rondo,Guard,34.0,45.0,3.0,17.1,-0.5,0.3,108.0,112.0,7500.0,8620.474,"(33, 36]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
348,348,Derrick Rose,Guard,32.0,50.0,3.0,25.6,1.6,0.3,112.0,111.0,7682.926,8830.729,"(30, 33]","(35.0, 50.0]","(-0.001, 20.0]","(20.0, 30.0]"
349,349,Terrence Ross,Guard,29.0,46.0,2.0,29.3,-1.4,-0.8,103.0,115.0,13500.0,15516.854,"(27, 30]","(35.0, 50.0]","(-0.001, 20.0]","(20.0, 30.0]"
350,350,Terry Rozier,Guard,26.0,69.0,69.0,34.5,2.2,-0.5,113.0,114.0,18900.0,21723.596,"(24, 27]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
351,351,Ricky Rubio,Guard,30.0,68.0,51.0,26.1,-1.9,0.0,113.0,115.0,17000.0,19539.742,"(27, 30]","(65.0, 82.0]","(40.0, 60.0]","(20.0, 30.0]"
352,352,D'Angelo Russell,Guard,24.0,42.0,26.0,28.5,3.3,-1.7,108.0,117.0,28649.25,32929.351,"(21, 24]","(35.0, 50.0]","(20.0, 40.0]","(20.0, 30.0]"
353,353,Domantas Sabonis,Forward,24.0,62.0,62.0,36.0,2.3,1.6,115.0,110.0,19800.0,22758.053,"(21, 24]","(50.0, 65.0]","(60.0, 82.0]","(30.0, 40.0]"
354,354,Luka Samanic,Forward,21.0,33.0,4.0,9.3,-4.2,-0.7,97.0,112.0,2824.32,3246.263,"(18, 21]","(19.999, 35.0]","(-0.001, 20.0]","(-0.001, 10.0]"
355,355,JaKarr Sampson,Forward,27.0,29.0,4.0,10.9,-5.2,-2.3,104.0,114.0,1882.867,2164.16,"(24, 27]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
356,356,Dario Saric,Center,26.0,50.0,4.0,17.4,-1.4,-0.6,109.0,111.0,9250.0,10631.918,"(24, 27]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
357,357,Mike Scott,Forward,32.0,51.0,12.0,16.7,-3.2,0.3,101.0,110.0,5005.35,5753.132,"(30, 33]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
358,358,Collin Sexton,Guard,22.0,60.0,60.0,35.3,1.8,-1.9,111.0,118.0,4991.88,5737.649,"(21, 24]","(50.0, 65.0]","(40.0, 60.0]","(30.0, 40.0]"
359,359,Landry Shamet,Guard,23.0,61.0,12.0,23.0,-1.0,-1.5,113.0,118.0,2090.04,2402.284,"(21, 24]","(50.0, 65.0]","(-0.001, 20.0]","(20.0, 30.0]"
360,360,Pascal Siakam,Forward,26.0,56.0,56.0,35.8,1.0,-0.3,111.0,113.0,30559.2,35124.641,"(24, 27]","(50.0, 65.0]","(40.0, 60.0]","(30.0, 40.0]"
361,361,Ben Simmons,Guard,24.0,58.0,58.0,32.4,0.7,2.2,114.0,106.0,30559.2,35124.641,"(21, 24]","(50.0, 65.0]","(40.0, 60.0]","(30.0, 40.0]"
362,362,Anfernee Simons,Guard,21.0,64.0,0.0,17.3,0.6,-1.6,117.0,119.0,2252.04,2588.487,"(18, 21]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
363,363,Deividas Sirvydis,Guard,20.0,20.0,0.0,6.7,-4.2,-1.2,90.0,114.0,898.31,1032.514,"(18, 21]","(19.999, 35.0]","(-0.001, 20.0]","(-0.001, 10.0]"
364,364,Marcus Smart,Guard,26.0,48.0,45.0,32.9,-0.4,0.2,114.0,113.0,12946.428,14880.58,"(24, 27]","(35.0, 50.0]","(40.0, 60.0]","(30.0, 40.0]"
365,365,Dennis Smith,Guard,23.0,23.0,9.0,18.3,-1.1,1.5,105.0,110.0,5686.677,6536.247,"(21, 24]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
366,366,Jalen Smith,Forward,20.0,27.0,1.0,5.8,-4.8,-1.3,96.0,112.0,4245.72,4880.016,"(18, 21]","(19.999, 35.0]","(-0.001, 20.0]","(-0.001, 10.0]"
367,367,Tony Snell,Guard,29.0,47.0,23.0,21.1,-0.4,-0.1,135.0,117.0,12178.571,13998.008,"(27, 30]","(35.0, 50.0]","(20.0, 40.0]","(20.0, 30.0]"
368,368,Cassius Stanley,Guard,21.0,24.0,0.0,3.9,-7.2,-4.0,90.0,116.0,470.69,541.009,"(18, 21]","(19.999, 35.0]","(-0.001, 20.0]","(-0.001, 10.0]"
369,369,Lamar Stevens,Forward,23.0,40.0,0.0,12.5,-4.2,0.0,103.0,113.0,1000.0,1149.396,"(21, 24]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
370,370,Isaiah Stewart,Center,19.0,68.0,14.0,21.4,-1.6,0.5,118.0,109.0,3121.08,3587.358,"(18, 21]","(65.0, 82.0]","(-0.001, 20.0]","(20.0, 30.0]"
371,371,Max Strus,Forward,24.0,39.0,0.0,13.0,-0.5,-1.7,115.0,115.0,647.098,743.772,"(21, 24]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
372,372,Edmond Sumner,Guard,25.0,53.0,24.0,16.2,-2.3,-0.5,112.0,115.0,2160.0,2482.696,"(24, 27]","(50.0, 65.0]","(20.0, 40.0]","(10.0, 20.0]"
373,373,Jae'Sean Tate,Forward,25.0,70.0,58.0,29.2,-1.6,0.3,114.0,115.0,1445.697,1661.679,"(24, 27]","(65.0, 82.0]","(40.0, 60.0]","(20.0, 30.0]"
374,374,Jayson Tatum,Forward,22.0,64.0,64.0,35.8,4.2,-0.3,114.0,112.0,9897.12,11375.716,"(21, 24]","(50.0, 65.0]","(60.0, 82.0]","(30.0, 40.0]"
375,375,Jeff Teague,Guard,32.0,55.0,7.0,17.3,-1.7,-0.5,111.0,114.0,3372.826,3876.714,"(30, 33]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
376,376,Garrett Temple,Guard,34.0,56.0,25.0,27.3,-3.3,0.3,105.0,113.0,4767.0,5479.173,"(33, 36]","(50.0, 65.0]","(20.0, 40.0]","(20.0, 30.0]"
377,377,Daniel Theis,Center,28.0,65.0,51.0,24.6,-0.7,0.7,120.0,111.0,5000.0,5746.983,"(27, 30]","(50.0, 65.0]","(40.0, 60.0]","(20.0, 30.0]"
378,378,Brodric Thomas,Guard,24.0,32.0,1.0,12.5,-4.7,0.3,96.0,114.0,412.202,473.783,"(21, 24]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
379,379,Matt Thomas,Guard,26.0,45.0,0.0,7.2,-2.6,-2.0,103.0,115.0,1517.981,1744.762,"(24, 27]","(35.0, 50.0]","(-0.001, 20.0]","(-0.001, 10.0]"
380,380,Tristan Thompson,Forward,29.0,54.0,43.0,23.8,-1.5,-1.0,116.0,112.0,9258.0,10641.113,"(27, 30]","(50.0, 65.0]","(40.0, 60.0]","(20.0, 30.0]"
381,381,Sindarius Thornwell,Guard,26.0,21.0,1.0,10.3,-5.7,0.9,93.0,114.0,1235.889,1420.525,"(24, 27]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
382,382,Matisse Thybulle,Guard,23.0,65.0,8.0,20.0,-2.6,4.5,104.0,103.0,2711.28,3116.336,"(21, 24]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
383,383,Xavier Tillman,Forward,22.0,59.0,12.0,18.4,-1.3,1.1,119.0,110.0,1300.0,1494.215,"(21, 24]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
384,384,Obi Toppin,Forward,22.0,62.0,0.0,11.0,-1.4,0.7,112.0,108.0,4862.04,5588.412,"(21, 24]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
385,385,Juan Toscano-Anderson,Guard,27.0,53.0,16.0,20.9,-1.4,2.2,121.0,109.0,943.963,1084.987,"(24, 27]","(50.0, 65.0]","(-0.001, 20.0]","(20.0, 30.0]"
386,386,Karl-Anthony Towns,Center,25.0,50.0,50.0,33.8,4.3,0.2,117.0,113.0,29467.8,33870.189,"(24, 27]","(35.0, 50.0]","(40.0, 60.0]","(30.0, 40.0]"
387,387,Gary Trent Jr,Guard,22.0,58.0,38.0,31.1,-0.5,-1.7,108.0,118.0,1663.861,1912.436,"(21, 24]","(50.0, 65.0]","(20.0, 40.0]","(30.0, 40.0]"
388,388,PJ Tucker,Forward,35.0,52.0,33.0,26.1,-4.6,0.5,104.0,116.0,7969.537,9160.158,"(33, 36]","(50.0, 65.0]","(20.0, 40.0]","(20.0, 30.0]"
389,389,Myles Turner,Center,24.0,47.0,47.0,31.0,-1.6,2.0,112.0,108.0,18000.0,20689.139,"(21, 24]","(35.0, 50.0]","(40.0, 60.0]","(30.0, 40.0]"
390,390,Jonas Valanciunas,Center,28.0,62.0,61.0,28.3,3.2,-0.3,126.0,108.0,15000.0,17240.949,"(27, 30]","(50.0, 65.0]","(60.0, 82.0]","(20.0, 30.0]"
391,391,Denzel Valentine,Guard,27.0,62.0,3.0,16.7,-2.2,-0.4,100.0,112.0,4642.8,5336.418,"(24, 27]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
392,392,Jarred Vanderbilt,Forward,21.0,64.0,30.0,17.8,-1.4,1.4,122.0,110.0,1663.861,1912.436,"(18, 21]","(50.0, 65.0]","(20.0, 40.0]","(10.0, 20.0]"
393,393,Fred VanVleet,Guard,26.0,52.0,52.0,36.5,2.2,0.2,113.0,113.0,21250.0,24424.678,"(24, 27]","(50.0, 65.0]","(40.0, 60.0]","(30.0, 40.0]"
394,394,Devin Vassell,Forward,20.0,62.0,7.0,17.0,-2.2,0.7,108.0,112.0,4033.44,4636.022,"(18, 21]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
395,395,Gabe Vincent,Guard,24.0,50.0,7.0,13.1,-4.5,-0.9,98.0,114.0,660.75,759.463,"(21, 24]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
396,396,Nikola Vucevic,Center,30.0,70.0,70.0,33.5,4.9,0.4,112.0,110.0,26000.0,29884.312,"(27, 30]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
397,397,Dean Wade,Forward,24.0,63.0,19.0,19.2,-1.1,-0.1,116.0,115.0,1517.981,1744.762,"(21, 24]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
398,398,Moritz Wagner,Center,23.0,45.0,24.0,16.0,-2.7,0.2,110.0,112.0,2383.915,2740.063,"(21, 24]","(35.0, 50.0]","(20.0, 40.0]","(10.0, 20.0]"
399,399,Kemba Walker,Guard,30.0,43.0,43.0,31.8,2.8,-0.7,114.0,114.0,34379.1,39515.221,"(27, 30]","(35.0, 50.0]","(40.0, 60.0]","(30.0, 40.0]"
400,400,Lonnie Walker,Guard,22.0,60.0,38.0,25.4,-2.3,-1.4,100.0,116.0,2895.72,3328.33,"(21, 24]","(50.0, 65.0]","(20.0, 40.0]","(20.0, 30.0]"
401,401,John Wall,Guard,30.0,40.0,40.0,32.2,1.2,-1.9,99.0,116.0,41254.92,47418.265,"(27, 30]","(35.0, 50.0]","(20.0, 40.0]","(30.0, 40.0]"
402,402,Brad Wanamaker,Guard,31.0,61.0,0.0,17.3,-4.4,0.3,102.0,113.0,2250.0,2586.142,"(30, 33]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
403,403,PJ Washington,Forward,22.0,64.0,61.0,30.5,-1.5,0.6,105.0,111.0,4023.6,4624.712,"(21, 24]","(50.0, 65.0]","(60.0, 82.0]","(30.0, 40.0]"
404,404,Yuta Watanabe,Forward,26.0,50.0,4.0,14.5,-1.1,0.5,117.0,111.0,737.996,848.25,"(24, 27]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
405,405,Tremont Waters,Guard,23.0,26.0,3.0,9.2,0.4,-0.1,108.0,112.0,712.278,818.689,"(21, 24]","(19.999, 35.0]","(-0.001, 20.0]","(-0.001, 10.0]"
406,406,Paul Watson,Forward,26.0,27.0,2.0,11.0,-0.8,-0.6,120.0,115.0,1445.697,1661.679,"(24, 27]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
